id,Row,Column,Individual,Percent_Digested,Date,Plate,Absorbance1,Absorbance2,Abs2_1
3229,C,12,490,17.74461028,42086,74,0.496,0.603,0.107
3230,D,12,492,6.118881119,42086,74,0.537,0.572,0.035
3231,E,12,498,6.518904824,42086,74,0.717,0.767,0.05
3232,F,12,500,11.11111111,42086,74,0.6,0.675,0.075
3233,G,12,511,2.176870748,42086,74,0.719,0.735,0.016
3234,H,12,527,7.433380084,42086,74,0.66,0.713,0.053
3235,A,2,528,17.91590494,42086,75,0.449,0.547,0.098
3236,B,2,529,30.57471264,42086,75,0.302,0.435,0.133
3237,C,2,532,11.11111111,42086,75,0.728,0.819,0.091
3238,D,2,535,14.40443213,42086,75,0.618,0.722,0.104
3239,E,2,538,12.2327791,42086,75,0.739,0.842,0.103
3240,F,2,540,13.05418719,42086,75,0.706,0.812,0.106
3241,G,2,545,19.19191919,42086,75,0.4,0.495,0.095
3242,H,2,561,26.63690476,42086,75,0.493,0.672,0.179
3243,A,4,528,7.632398754,42086,75,0.593,0.642,0.049
3244,B,4,529,12.95681063,42086,75,0.524,0.602,0.078
3245,C,4,532,14.96232508,42086,75,0.79,0.929,0.139
3246,D,4,535,14.2118863,42086,75,0.664,0.774,0.11
3247,E,4,538,9.659090909,42086,75,0.795,0.88,0.085
3248,F,4,540,12.61261261,42086,75,0.776,0.888,0.112
3249,G,4,545,23.94106814,42086,75,0.413,0.543,0.13
3250,H,4,561,3.580246914,42086,75,0.781,0.81,0.029
3251,A,6,528,11.43847487,42086,75,0.511,0.577,0.066
3252,B,6,529,35.84158416,42086,75,0.324,0.505,0.181
3253,C,6,532,6.263048017,42086,75,0.898,0.958,0.06
3254,E,6,538,23.49323493,42086,75,0.622,0.813,0.191
3255,F,6,540,24.65753425,42086,75,0.605,0.803,0.198
3256,G,6,545,11.39240506,42086,75,0.56,0.632,0.072
3257,H,6,561,15.34653465,42086,75,0.684,0.808,0.124
3258,A,8,Tx623,11.96078431,42086,75,0.449,0.51,0.061
3259,C,8,565,4.422869471,42086,75,0.886,0.927,0.041
3260,D,8,572,3.216080402,42086,75,0.963,0.995,0.032
3261,E,8,575,2.309782609,42086,75,0.719,0.736,0.017
3262,F,8,579,2.947845805,42086,75,0.856,0.882,0.026
3263,G,8,580,28.64197531,42086,75,0.289,0.405,0.116
3264,A,10,P721Q,41.17647059,42086,75,0.39,0.663,0.273
3265,B,10,563,13.60424028,42086,75,0.489,0.566,0.077
3266,C,10,565,5.146316852,42086,75,0.94,0.991,0.051
3267,E,10,575,6.849315068,42086,75,0.68,0.73,0.05
3268,G,10,580,21.1328976,42086,75,0.362,0.459,0.097
3269,H,10,582,4.863582444,42086,75,0.802,0.843,0.041
3270,B,12,563,18.44262295,42086,75,0.398,0.488,0.09
3271,C,12,565,10.14344262,42086,75,0.877,0.976,0.099
3272,E,12,575,15.20547945,42086,75,0.619,0.73,0.111
3273,G,12,580,26.14555256,42086,75,0.274,0.371,0.097
3274,H,12,582,11.90130624,42086,75,0.607,0.689,0.082
3275,A,2,586,9.665427509,42087,76,0.729,0.807,0.078
3276,B,2,588,20.75098814,42087,76,0.401,0.506,0.105
3277,C,2,591,8.737864078,42087,76,0.47,0.515,0.045
3278,F,2,596,7.717041801,42087,76,0.574,0.622,0.048
3279,G,2,600,7.012987013,42087,76,0.716,0.77,0.054
3280,H,2,601,4.69273743,42087,76,0.853,0.895,0.042
3281,A,4,586,5.563282337,42087,76,0.679,0.719,0.04
3282,B,4,588,16.32653061,42087,76,0.41,0.49,0.08
3283,C,4,591,10.47794118,42087,76,0.487,0.544,0.057
3284,D,4,592,4.501915709,42087,76,0.997,1.044,0.047
3285,E,4,593,4.111600587,42087,76,0.653,0.681,0.028
3286,F,4,596,7.213114754,42087,76,0.849,0.915,0.066
3287,G,4,600,19.86577181,42087,76,0.597,0.745,0.148
3288,H,4,601,8.41995842,42087,76,0.881,0.962,0.081
3289,A,6,586,10.65375303,42087,76,0.738,0.826,0.088
3290,B,6,588,25,42087,76,0.33,0.44,0.11
3291,C,6,591,18.4,42087,76,0.408,0.5,0.092
3292,E,6,593,9.657320872,42087,76,0.58,0.642,0.062
3293,F,6,596,6.41509434,42087,76,0.992,1.06,0.068
3294,G,6,600,8.775731311,42087,76,0.842,0.923,0.081
3295,H,6,601,6.766169154,42087,76,0.937,1.005,0.068
3296,A,8,Tx623,14.32160804,42087,76,0.341,0.398,0.057
3297,B,8,603,7.560137457,42087,76,0.807,0.873,0.066
3298,C,8,604,7.763975155,42087,76,0.594,0.644,0.05
3299,F,8,611,25.32637076,42087,76,0.286,0.383,0.097
3300,G,8,621,13.86138614,42087,76,0.435,0.505,0.07
3301,H,8,623,16.25,42087,76,0.469,0.56,0.091
3302,A,10,P721Q,42.03910615,42087,76,0.415,0.716,0.301
3303,B,10,603,13.94686907,42087,76,0.907,1.054,0.147
3304,C,10,604,9.228971963,42087,76,0.777,0.856,0.079
3305,D,10,606,10.74705111,42087,76,0.681,0.763,0.082
3306,E,10,607,17.0263789,42087,76,0.692,0.834,0.142
3307,F,10,611,20.81545064,42087,76,0.369,0.466,0.097
3308,G,10,621,18.60869565,42087,76,0.468,0.575,0.107
3309,B,12,603,6.375838926,42087,76,0.837,0.894,0.057
3310,C,12,604,8.380681818,42087,76,0.645,0.704,0.059
3311,D,12,606,14.87804878,42087,76,0.698,0.82,0.122
3312,E,12,607,6.206088993,42087,76,0.801,0.854,0.053
3313,F,12,611,22.99578059,42087,76,0.365,0.474,0.109
3314,G,12,621,10.09615385,42087,76,0.561,0.624,0.063
3315,A,2,632,18.3713355,42087,77,0.627,0.768,0.141
3316,B,2,634,6.812652068,42087,77,0.958,1.028,0.07
3317,C,2,636,10.75394506,42087,77,0.764,0.856,0.092
3318,D,2,644,18.58049625,42087,77,0.706,0.867,0.161
3319,E,2,681,11.93809875,42087,77,0.598,0.679,0.081
3320,F,2,692,13.77012771,42087,77,0.777,0.901,0.124
3321,G,2,698,47.34693878,42087,77,0.452,0.858,0.406
3322,H,2,702,37.57273483,42087,77,0.376,0.602,0.226
3323,B,4,634,1.149976042,42087,77,1.032,1.044,0.012
3324,C,4,636,5.811965812,42087,77,0.827,0.878,0.051
3325,D,4,644,7.584415584,42087,77,0.89,0.963,0.073
3326,E,4,681,4.381625442,42087,77,0.677,0.708,0.031
3327,F,4,692,5.289256198,42087,77,0.86,0.908,0.048
3328,G,4,698,11.61651505,42087,77,0.632,0.715,0.083
3329,H,4,702,6.304176517,42087,77,0.595,0.635,0.04
3330,A,6,632,22.69896194,42087,77,0.559,0.723,0.164
3331,B,6,634,2.763220581,42087,77,1.021,1.05,0.029
3332,C,6,636,7.71549126,42087,77,0.766,0.83,0.064
3333,D,6,644,11.37752703,42087,77,0.943,1.064,0.121
3334,E,6,681,7.24896019,42087,77,0.781,0.842,0.061
3335,F,6,692,7.688311688,42087,77,0.889,0.963,0.074
3336,G,6,698,28.97832817,42087,77,0.574,0.808,0.234
3337,H,6,702,12.49047982,42087,77,0.575,0.657,0.082
3338,A,8,Tx623,11.39369278,42087,77,0.436,0.492,0.056
3339,B,8,703,30.43852107,42087,77,0.405,0.582,0.177
3340,C,8,710,13.00813008,42087,77,0.696,0.8,0.104
3341,D,8,711,25.11445389,42087,77,0.573,0.765,0.192
3342,E,8,713,7.038626609,42087,77,0.542,0.583,0.041
3343,G,8,728,40.32096289,42087,77,0.298,0.499,0.201
3344,A,10,P721Q,41.90665343,42087,77,0.293,0.504,0.211
3345,B,10,703,41.68190128,42087,77,0.479,0.821,0.342
3346,C,10,710,22.1352711,42087,77,0.697,0.895,0.198
3347,D,10,711,31.2886888,42087,77,0.611,0.889,0.278
3348,E,10,713,16.6564605,42087,77,0.681,0.817,0.136
3349,F,10,715,13.69863014,42087,77,0.284,0.329,0.045
3350,G,10,728,22.95081967,42087,77,0.447,0.58,0.133
3351,H,10,731,22.3733938,42087,77,0.514,0.662,0.148
3352,B,12,703,29.10089224,42087,77,0.517,0.729,0.212
3353,C,12,710,14.67359908,42087,77,0.739,0.866,0.127
3354,D,12,711,33.64281813,42087,77,0.608,0.916,0.308
3355,E,12,713,14.29592566,42087,77,0.6,0.7,0.1
3356,F,12,715,0.97799511,42087,77,0.608,0.614,0.006
3357,G,12,728,25.73879886,42087,77,0.39,0.525,0.135
3358,H,12,731,30.11406844,42087,77,0.46,0.658,0.198
3359,A,2,742,10.99855282,42088,78,0.615,0.691,0.076
3360,B,2,745,14.79400749,42088,78,0.455,0.534,0.079
3361,C,2,772,1.581027668,42088,78,0.747,0.759,0.012
3362,E,2,785,7.108433735,42088,78,0.771,0.83,0.059
3363,F,2,789,3.616133519,42088,78,0.693,0.719,0.026
3364,G,2,790,10.92814371,42088,78,0.595,0.668,0.073
3365,H,2,797,9.242761693,42088,78,0.815,0.898,0.083
3366,A,4,742,6.189821183,42088,78,0.682,0.727,0.045
3367,B,4,745,8.768971332,42088,78,0.541,0.593,0.052
3368,D,4,784,8.860759494,42088,78,0.648,0.711,0.063
3369,E,4,785,4.278728606,42088,78,0.783,0.818,0.035
3370,F,4,789,11.57742402,42088,78,0.611,0.691,0.08
3371,G,4,790,1.612903226,42088,78,0.549,0.558,0.009
3372,H,4,797,3.861788618,42088,78,0.946,0.984,0.038
3373,A,6,742,4.774193548,42088,78,0.738,0.775,0.037
3374,B,6,745,10.98039216,42088,78,0.454,0.51,0.056
3375,D,6,784,8.670520231,42088,78,0.79,0.865,0.075
3376,E,6,785,12.18592965,42088,78,0.699,0.796,0.097
3377,F,6,789,0.878477306,42088,78,0.677,0.683,0.006
3378,G,6,790,3.367003367,42088,78,0.574,0.594,0.02
3379,H,6,797,8.923076923,42088,78,0.888,0.975,0.087
3380,A,8,Tx623,17.20430108,42088,78,0.462,0.558,0.096
3381,B,8,804,11.0367893,42088,78,0.532,0.598,0.066
3382,C,8,815,7.890743551,42088,78,0.607,0.659,0.052
3383,D,8,832,9.336332958,42088,78,0.806,0.889,0.083
3384,E,8,833,3.490136571,42088,78,0.636,0.659,0.023
3385,G,8,841,5.277401894,42088,78,0.7,0.739,0.039
3386,H,8,850,6.777316736,42088,78,0.674,0.723,0.049
3387,A,10,P721Q,35.30166881,42088,78,0.504,0.779,0.275
3388,B,10,804,9.960159363,42088,78,0.678,0.753,0.075
3389,C,10,815,18.09701493,42088,78,0.439,0.536,0.097
3390,D,10,832,8.261802575,42088,78,0.855,0.932,0.077
3391,E,10,833,11.84,42088,78,0.551,0.625,0.074
3392,F,10,834,5.519480519,42088,78,0.873,0.924,0.051
3393,G,10,841,16.40903686,42088,78,0.703,0.841,0.138
3394,H,10,850,17.55952381,42088,78,0.554,0.672,0.118
3395,B,12,804,12.82051282,42088,78,0.612,0.702,0.09
3396,C,12,815,6.713286713,42088,78,0.667,0.715,0.048
3397,D,12,832,13.95348837,42088,78,0.592,0.688,0.096
3398,E,12,833,4.780876494,42088,78,0.717,0.753,0.036
3399,F,12,834,6.300114548,42088,78,0.818,0.873,0.055
3400,G,12,841,18.48275862,42088,78,0.591,0.725,0.134
3401,H,12,850,11.12929624,42088,78,0.543,0.611,0.068
3402,A,2,860,17.86600496,42088,79,0.662,0.806,0.144
3403,B,2,863,9.018567639,42088,79,0.686,0.754,0.068
3404,C,2,877,8.75331565,42088,79,0.688,0.754,0.066
3405,D,2,879,7.637906648,42088,79,0.653,0.707,0.054
3406,E,2,886,13.83125864,42088,79,0.623,0.723,0.1
3407,F,2,887,8.036890646,42088,79,0.698,0.759,0.061
3408,G,2,915,9.805825243,42088,79,0.929,1.03,0.101
3409,H,2,926,13.88550548,42088,79,0.707,0.821,0.114
3410,A,4,860,14.11290323,42088,79,0.639,0.744,0.105
3411,B,4,863,9.067017083,42088,79,0.692,0.761,0.069
3412,C,4,877,6,42088,79,0.705,0.75,0.045
3413,D,4,879,5.651105651,42088,79,0.768,0.814,0.046
3414,E,4,886,17.72853186,42088,79,0.594,0.722,0.128
3415,F,4,887,8.558558559,42088,79,0.812,0.888,0.076
3416,G,4,915,6.179196704,42088,79,0.911,0.971,0.06
3417,H,4,926,7.354443309,42088,79,0.907,0.979,0.072
3418,A,6,860,15.96638655,42088,79,0.6,0.714,0.114
3419,B,6,863,11.69871795,42088,79,0.551,0.624,0.073
3420,C,6,877,1.655172414,42088,79,0.713,0.725,0.012
3421,D,6,879,4.234122042,42088,79,0.769,0.803,0.034
3422,E,6,886,8.707124011,42088,79,0.692,0.758,0.066
3423,F,6,887,8.375,42088,79,0.733,0.8,0.067
3424,G,6,915,6.401766004,42088,79,0.848,0.906,0.058
3425,H,6,926,9.192825112,42088,79,0.81,0.892,0.082
3426,A,8,Tx623,9.192825112,42088,79,0.405,0.446,0.041
3427,B,8,927,8.090614887,42088,79,0.568,0.618,0.05
3428,C,8,928,24.54954955,42088,79,0.335,0.444,0.109
3429,D,8,934,7.722007722,42088,79,0.478,0.518,0.04
3430,F,8,961,53.3007335,42088,79,0.382,0.818,0.436
3431,G,8,966,18.21192053,42088,79,0.494,0.604,0.11
3432,H,8,967,19.57186544,42088,79,0.526,0.654,0.128
3433,A,10,P721Q,48.46266471,42088,79,0.352,0.683,0.331
3434,B,10,927,10.1369863,42088,79,0.656,0.73,0.074
3435,C,10,928,35.53459119,42088,79,0.41,0.636,0.226
3436,D,10,934,12.29050279,42088,79,0.628,0.716,0.088
3437,E,10,952,4.81540931,42088,79,0.593,0.623,0.03
3438,F,10,961,5.613305613,42088,79,0.454,0.481,0.027
3439,G,10,966,33.44155844,42088,79,0.41,0.616,0.206
3440,H,10,967,0.115473441,42088,79,0.865,0.866,0.001
3441,B,12,927,13.90820584,42088,79,0.619,0.719,0.1
3442,C,12,928,38.5840708,42088,79,0.347,0.565,0.218
3443,D,12,934,0.156739812,42088,79,0.637,0.638,0.001
3444,E,12,952,1.50273224,42088,79,0.721,0.732,0.011
3445,F,12,961,0.146842878,42088,79,0.68,0.681,0.001
3446,G,12,966,14.10934744,42088,79,0.487,0.567,0.08
3447,H,12,967,17.90633609,42088,79,0.596,0.726,0.13
3448,A,2,969,7.566765579,42089,80,0.623,0.674,0.051
3449,B,2,970,4.436860068,42089,80,0.56,0.586,0.026
3450,C,2,974,16.84698609,42089,80,0.538,0.647,0.109
3451,D,2,977,6.397306397,42089,80,0.834,0.891,0.057
3452,E,2,978,10.64483112,42089,80,0.873,0.977,0.104
3453,F,2,980,10.15544041,42089,80,0.867,0.965,0.098
3454,G,2,981,12.65536723,42089,80,0.773,0.885,0.112
3455,H,2,982,4.383886256,42089,80,0.807,0.844,0.037
3456,A,4,969,10.19698725,42089,80,0.775,0.863,0.088
3457,B,4,970,3.169014085,42089,80,0.55,0.568,0.018
3458,C,4,974,8.630136986,42089,80,0.667,0.73,0.063
3459,D,4,977,5.25187567,42089,80,0.884,0.933,0.049
3460,E,4,978,5.405405405,42089,80,0.875,0.925,0.05
3461,F,4,980,6.918918919,42089,80,0.861,0.925,0.064
3462,G,4,981,9.081632653,42089,80,0.891,0.98,0.089
3463,H,4,982,5.166846071,42089,80,0.881,0.929,0.048
3464,A,6,969,22.32142857,42089,80,0.522,0.672,0.15
3465,B,6,970,6.461538462,42089,80,0.608,0.65,0.042
3466,C,6,974,1.932989691,42089,80,0.761,0.776,0.015
3467,D,6,977,1.644736842,42089,80,0.897,0.912,0.015
3468,E,6,978,2.502844141,42089,80,0.857,0.879,0.022
3469,F,6,980,1.387283237,42089,80,0.853,0.865,0.012
3470,G,6,981,6.602641056,42089,80,0.778,0.833,0.055
3471,H,6,982,7.532210109,42089,80,0.933,1.009,0.076
3472,A,8,Tx623,14.34262948,42089,80,0.43,0.502,0.072
3473,B,8,985,7.42637644,42089,80,0.723,0.781,0.058
3474,C,8,987,4.033970276,42089,80,0.904,0.942,0.038
3475,D,8,988,8.727272727,42089,80,0.502,0.55,0.048
3476,E,8,989,4.761904762,42089,80,0.8,0.84,0.04
3477,F,8,992,10.72351421,42089,80,0.691,0.774,0.083
3478,G,8,993,19.26470588,42089,80,0.549,0.68,0.131
3479,H,8,994,10.79404467,42089,80,0.719,0.806,0.087
3480,A,10,P721Q,37.66447368,42089,80,0.379,0.608,0.229
3481,B,10,985,7.298335467,42089,80,0.724,0.781,0.057
3482,C,10,987,15.56122449,42089,80,0.662,0.784,0.122
3483,D,10,988,5.30191458,42089,80,0.643,0.679,0.036
3484,E,10,989,9.907529723,42089,80,0.682,0.757,0.075
3485,F,10,992,9.37896071,42089,80,0.715,0.789,0.074
3486,G,10,993,10.27496382,42089,80,0.62,0.691,0.071
3487,H,10,994,23.33785617,42089,80,0.565,0.737,0.172
3488,B,12,985,9.932885906,42089,80,0.671,0.745,0.074
3489,C,12,987,2.507836991,42089,80,0.933,0.957,0.024
3490,D,12,988,13.82978723,42089,80,0.567,0.658,0.091
3491,E,12,989,10.0896861,42089,80,0.802,0.892,0.09
3492,F,12,992,13.44743276,42089,80,0.708,0.818,0.11
3493,G,12,993,16.95906433,42089,80,0.568,0.684,0.116
3494,H,12,994,14.75211608,42089,80,0.705,0.827,0.122
3495,A,2,995,7.044198895,42089,81,0.673,0.724,0.051
3496,B,2,996,9.62962963,42089,81,0.732,0.81,0.078
3497,C,2,1002,7.122905028,42089,81,0.665,0.716,0.051
3498,E,2,1011,3.653585927,42089,81,0.712,0.739,0.027
3499,G,2,1019,7.980295567,42089,81,0.934,1.015,0.081
3500,H,2,1020,13.20754717,42089,81,0.782,0.901,0.119
3501,A,4,995,8.928571429,42089,81,0.765,0.84,0.075
3502,B,4,996,9.88372093,42089,81,0.775,0.86,0.085
3503,C,4,1002,8.695652174,42089,81,0.651,0.713,0.062
3504,D,4,1003,5.23415978,42089,81,0.688,0.726,0.038
3505,E,4,1011,6.451612903,42089,81,0.638,0.682,0.044
3506,G,4,1019,9.018036072,42089,81,0.908,0.998,0.09
3507,H,4,1020,10.2617801,42089,81,0.857,0.955,0.098
3508,A,6,995,9.709962169,42089,81,0.716,0.793,0.077
3509,B,6,996,13.19199058,42089,81,0.737,0.849,0.112
3510,C,6,1002,9.737248841,42089,81,0.584,0.647,0.063
3511,D,6,1003,3.362573099,42089,81,0.661,0.684,0.023
3512,F,6,1018,0.551724138,42089,81,0.721,0.725,0.004
3513,G,6,1019,6.718924972,42089,81,0.833,0.893,0.06
3514,H,6,1020,6.493506494,42089,81,0.792,0.847,0.055
3515,A,8,Tx623,8.431372549,42089,81,0.467,0.51,0.043
3516,B,8,1022,4.451682953,42089,81,0.88,0.921,0.041
3517,C,8,1024,4.793233083,42089,81,1.013,1.064,0.051
3518,D,8,1025,3.249630724,42089,81,0.655,0.677,0.022
3519,E,8,1028,5.564142195,42089,81,0.611,0.647,0.036
3520,F,8,1035,12.29946524,42089,81,0.656,0.748,0.092
3521,G,8,1038,8.181818182,42089,81,0.606,0.66,0.054
3522,H,8,1039,7.678883072,42089,81,1.058,1.146,0.088
3523,A,10,P721Q,38.76651982,42089,81,0.417,0.681,0.264
3524,B,10,1022,8.008213552,42089,81,0.896,0.974,0.078
3525,C,10,1024,1.948051948,42089,81,1.057,1.078,0.021
3526,D,10,1025,13.36336336,42089,81,0.577,0.666,0.089
3527,E,10,1028,1.839684625,42089,81,0.747,0.761,0.014
3528,F,10,1035,17.90830946,42089,81,0.573,0.698,0.125
3529,G,10,1038,9.826589595,42089,81,0.624,0.692,0.068
3530,H,10,1039,7.745098039,42089,81,0.941,1.02,0.079
3531,B,12,1022,13.16062176,42089,81,0.838,0.965,0.127
3532,C,12,1024,3.454715219,42089,81,1.034,1.071,0.037
3533,D,12,1025,18.64831039,42089,81,0.65,0.799,0.149
3534,E,12,1028,8.610271903,42089,81,0.605,0.662,0.057
3535,F,12,1035,19.06040268,42089,81,0.603,0.745,0.142
3536,G,12,1038,15.04587156,42089,81,0.463,0.545,0.082
3537,H,12,1039,8.173076923,42089,81,0.955,1.04,0.085
3538,A,2,1040,16.1971831,42090,82,0.595,0.71,0.115
3539,B,2,1046,3.575418994,42090,82,0.863,0.895,0.032
3540,C,2,1060,9.677419355,42090,82,0.7,0.775,0.075
3541,D,2,10,9.103641457,42090,82,0.649,0.714,0.065
3542,E,2,11,9.907120743,42090,82,0.582,0.646,0.064
3543,F,2,18,22.63157895,42090,82,0.441,0.57,0.129
3544,G,2,19,8.225108225,42090,82,0.848,0.924,0.076
3545,H,2,22,21.9076006,42090,82,0.524,0.671,0.147
3546,A,4,1040,12.19512195,42090,82,0.648,0.738,0.09
3547,B,4,1046,9.019607843,42090,82,0.928,1.02,0.092
3548,C,4,1060,10.49304678,42090,82,0.708,0.791,0.083
3549,D,4,10,11.71770972,42090,82,0.663,0.751,0.088
3550,E,4,11,9.078014184,42090,82,0.641,0.705,0.064
3551,F,4,18,17.48878924,42090,82,0.552,0.669,0.117
3552,G,4,19,8.423114594,42090,82,0.935,1.021,0.086
3553,H,4,22,21.23115578,42090,82,0.627,0.796,0.169
3554,A,6,1040,11.67883212,42090,82,0.605,0.685,0.08
3555,B,6,1046,9.966405375,42090,82,0.804,0.893,0.089
3556,C,6,1060,11.89903846,42090,82,0.733,0.832,0.099
3557,D,6,10,14.22475107,42090,82,0.603,0.703,0.1
3558,E,6,11,15.09661836,42090,82,0.703,0.828,0.125
3559,F,6,18,30.84832905,42090,82,0.269,0.389,0.12
3560,G,6,19,12.08459215,42090,82,0.873,0.993,0.12
3561,H,6,22,18.61702128,42090,82,0.612,0.752,0.14
3562,A,8,Tx623,7.807807808,42090,82,0.307,0.333,0.026
3563,C,8,24,8.611111111,42090,82,0.658,0.72,0.062
3564,D,8,27,13.85826772,42090,82,0.547,0.635,0.088
3565,E,8,31,24.52316076,42090,82,0.277,0.367,0.09
3566,F,8,32,7.407407407,42090,82,0.625,0.675,0.05
3567,G,8,34,11.76470588,42090,82,0.48,0.544,0.064
3568,H,8,35,23.988006,42090,82,0.507,0.667,0.16
3569,A,10,P721Q,27.04918033,42090,82,0.445,0.61,0.165
3570,B,10,23,5.762711864,42090,82,0.834,0.885,0.051
3571,C,10,24,14.06436234,42090,82,0.721,0.839,0.118
3572,D,10,27,7.715133531,42090,82,0.933,1.011,0.078
3573,E,10,31,22.92993631,42090,82,0.363,0.471,0.108
3574,F,10,32,8.479532164,42090,82,0.626,0.684,0.058
3575,G,10,34,15.03378378,42090,82,0.503,0.592,0.089
3576,H,10,35,27.02265372,42090,82,0.451,0.618,0.167
3577,B,12,23,10.22167488,42090,82,0.729,0.812,0.083
3578,C,12,24,6.577344702,42090,82,0.767,0.821,0.054
3579,D,12,27,6.019417476,42090,82,0.968,1.03,0.062
3580,E,12,31,18.29268293,42090,82,0.402,0.492,0.09
3581,F,12,32,6.139154161,42090,82,0.688,0.733,0.045
3582,G,12,34,10.36585366,42090,82,0.441,0.492,0.051
3583,H,12,35,18.00302572,42090,82,0.542,0.661,0.119
3584,A,2,37,23.33333333,42090,83,0.598,0.78,0.182
3585,B,2,38,13.66906475,42090,83,0.72,0.834,0.114
3586,C,2,52,18.31578947,42090,83,0.388,0.475,0.087
3587,D,2,60,26.58959538,42090,83,0.381,0.519,0.138
3588,E,2,61,8.582574772,42090,83,0.703,0.769,0.066
3589,F,2,71,24.22360248,42090,83,0.488,0.644,0.156
3590,G,2,78,0.700525394,42090,83,0.567,0.571,0.004
3591,H,2,79,10.16260163,42090,83,0.663,0.738,0.075
3592,A,4,37,30.85553997,42090,83,0.493,0.713,0.22
3593,B,4,38,2.473958333,42090,83,0.749,0.768,0.019
3594,C,4,52,7.19754977,42090,83,0.606,0.653,0.047
3595,D,4,60,17.64705882,42090,83,0.406,0.493,0.087
3596,E,4,61,7.192254495,42090,83,0.671,0.723,0.052
3597,F,4,71,18.26923077,42090,83,0.51,0.624,0.114
3598,G,4,78,5.72755418,42090,83,0.609,0.646,0.037
3599,H,4,79,12.96791444,42090,83,0.651,0.748,0.097
3600,A,6,37,18.97711978,42090,83,0.602,0.743,0.141
3601,B,6,38,4.551539491,42090,83,0.713,0.747,0.034
3602,C,6,52,5.092592593,42090,83,0.615,0.648,0.033
3603,D,6,60,9.18196995,42090,83,0.544,0.599,0.055
3604,E,6,61,15.55183946,42090,83,0.505,0.598,0.093
3605,F,6,71,13.99253731,42090,83,0.461,0.536,0.075
3606,G,6,78,5.862646566,42090,83,0.562,0.597,0.035
3607,H,6,79,6.074074074,42090,83,0.634,0.675,0.041
3608,A,8,Tx623,7.56302521,42090,83,0.44,0.476,0.036
3609,B,8,80,8.288770053,42090,83,0.686,0.748,0.062
3610,C,8,83,17.1728972,42090,83,0.709,0.856,0.147
3611,D,8,84,3.829787234,42090,83,0.452,0.47,0.018
3612,E,8,87,15.15580737,42090,83,0.599,0.706,0.107
3613,F,8,91,20.02262443,42090,83,0.707,0.884,0.177
3614,G,8,104,5.320813772,42090,83,0.605,0.639,0.034
3615,H,8,115,24.77477477,42090,83,0.334,0.444,0.11
3616,A,10,P721Q,28.62903226,42090,83,0.531,0.744,0.213
3617,B,10,80,8.735332464,42090,83,0.7,0.767,0.067
3618,C,10,83,6.678539626,42090,83,1.048,1.123,0.075
3619,D,10,84,1.627486438,42090,83,0.544,0.553,0.009
3620,E,10,87,7.561235357,42090,83,0.868,0.939,0.071
3621,F,10,91,12.60387812,42090,83,0.631,0.722,0.091
3622,G,10,104,15.48295455,42090,83,0.595,0.704,0.109
3623,H,10,115,21.74940898,42090,83,0.331,0.423,0.092
3624,B,12,80,9.388646288,42090,83,0.83,0.916,0.086
3625,C,12,83,5.400540054,42090,83,1.051,1.111,0.06
3626,D,12,84,13.79716981,42090,83,0.731,0.848,0.117
3627,E,12,87,9.330406147,42090,83,0.826,0.911,0.085
3628,F,12,91,22.41134752,42090,83,0.547,0.705,0.158
3629,G,12,104,12.59720062,42090,83,0.562,0.643,0.081
3630,H,12,115,36.47959184,42090,83,0.249,0.392,0.143
3631,A,2,118,46.96969697,42093,84,0.21,0.396,0.186
3632,B,2,276,12.51956182,42093,84,0.559,0.639,0.08
3633,D,2,338,15.16853933,42093,84,0.755,0.89,0.135
3634,E,2,341,5.744431419,42093,84,0.804,0.853,0.049
3635,F,2,342,6.302521008,42093,84,0.892,0.952,0.06
3636,G,2,354,14.82820976,42093,84,0.471,0.553,0.082
3637,H,2,397,9.463276836,42093,84,0.641,0.708,0.067
3638,B,4,276,11.27819549,42093,84,0.59,0.665,0.075
3639,C,4,277,6.97384807,42093,84,0.747,0.803,0.056
3640,D,4,338,15.85993821,42093,84,0.817,0.971,0.154
3641,E,4,341,13.7067938,42093,84,0.724,0.839,0.115
3642,F,4,342,12.80167891,42093,84,0.831,0.953,0.122
3643,G,4,354,18.18181818,42093,84,0.603,0.737,0.134
3644,H,4,397,14.72253681,42093,84,0.753,0.883,0.13
3645,B,6,276,10.83550914,42093,84,0.683,0.766,0.083
3646,C,6,277,8.721624851,42093,84,0.764,0.837,0.073
3647,D,6,338,15.34713764,42093,84,0.695,0.821,0.126
3648,E,6,341,7.23025584,42093,84,0.834,0.899,0.065
3649,F,6,342,6.573705179,42093,84,0.938,1.004,0.066
3650,G,6,354,11.96581197,42093,84,0.618,0.702,0.084
3651,H,6,397,15.10710259,42093,84,0.753,0.887,0.134
3652,F,8,572,2.890932983,42093,84,0.739,0.761,0.022
3653,H,8,592,27.23492723,42093,84,0.35,0.481,0.131
3654,A,10,P721Q,33.77483444,42093,84,0.4,0.604,0.204
3655,B,10,430,14.92307692,42093,84,0.553,0.65,0.097
3656,C,10,444,4.651162791,42093,84,0.738,0.774,0.036
3657,D,10,535,13.68015414,42093,84,0.448,0.519,0.071
3658,E,10,563,6.14973262,42093,84,0.351,0.374,0.023
3659,F,10,572,60.61507937,42093,84,0.397,1.008,0.611
3660,G,10,579,6.309148265,42093,84,0.891,0.951,0.06
3661,B,12,430,19.50464396,42093,84,0.52,0.646,0.126
